ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
18502	209087_x_at	1.94190697404642	5.33636200972394	7.77398300878289	8.27659591132782e-08	0.000105343199159374	8.05164122993293
38485	229230_at	-3.92110912468378	6.19199097123956	-7.7735147145209	8.28487894623334e-08	0.000105343199159374	8.05071736368002
21807	212501_at	0.799534717178696	7.76865128731081	7.75511168892339	8.61723419286597e-08	0.000106095490746698	8.01438447040553
19024	209613_s_at	3.24858994652715	6.32705374397707	7.74891872075077	8.73213915610687e-08	0.000106095490746698	8.00214600726207
21976	212670_at	1.02721759504585	4.88595271715372	7.66122944349972	1.05393980072801e-07	0.000120050330426675	7.82822088651526
22753	213451_x_at	1.72464038530205	6.97340064967642	7.60314751770603	1.19446455165301e-07	0.000133280304819649	7.71236780069059
14804	205356_at	1.07567683959426	5.6316135336982	7.58132222381249	1.25213058085069e-07	0.000136920479016023	7.66869991849279
12444	202994_s_at	2.06296877929945	7.16311060222706	7.48337885988462	1.5483867260351e-07	0.000165996165188175	7.47183565298162
28344	219059_s_at	1.97978748027101	4.97109610614637	7.45041174702351	1.6635977972837e-07	0.000173369158042378	7.4052419735511
33778	224516_s_at	0.785461138791093	7.116399715371	7.44575206941969	1.68057894398647e-07	0.000173369158042378	7.39581601187966
19544	210139_s_at	2.06530502183776	7.98203060697059	7.41187999615382	1.80949743721555e-07	0.000182921127974763	7.32719730719451
10423	200974_at	2.81592733076711	10.0878303624549	7.40420780714882	1.84008450637622e-07	0.000182921127974763	7.31163052857133
32594	223316_at	1.63551503378725	5.47970666794113	7.38643690214823	1.91299058402275e-07	0.000186772786038293	7.27553912851569
28470	219185_at	-0.663246349364925	3.91692541220041	-7.3014275503483	2.30509394380096e-07	0.000217294847202272	7.1022270470448
38005	228750_at	2.35847821914977	4.60881130291277	7.29002209666374	2.36365756472070e-07	0.000219038944662889	7.07889084916096
20039	210653_s_at	-1.588141666213	4.88892310287143	-7.27066713902842	2.46656156999265e-07	0.000224765423065581	7.03924445943922
20862	211535_s_at	1.56742173829272	5.67559625754636	7.22951987005238	2.70090201520198e-07	0.000242084947018309	6.95477092215994
11789	202340_x_at	2.03750567752532	6.33529191822582	7.20679594182453	2.84000250056045e-07	0.000247980447615413	6.90801022858846
23950	214651_s_at	-1.45043069929145	6.42183409725611	-7.17587838554576	3.04116593107411e-07	0.000259805855127308	6.84426410924772
32401	223122_s_at	3.75654677763438	4.76908377101708	7.14241447560499	3.27544934458479e-07	0.000274917929409489	6.77510613360221
22128	212822_at	0.890825267542302	5.01276149022178	7.1365164351485	3.31862521097875e-07	0.000274917929409489	6.76289958759863
1354	1554141_s_at	-0.90331623902231	3.43763731466432	-7.12824323677175	3.38017488254656e-07	0.000275837405527214	6.74576865539879
32002	222722_at	3.44702625584382	5.2536360642528	7.1171495965174	3.46455185728577e-07	0.000278565254113382	6.72278149473423
25889	216598_s_at	1.94351364372436	5.7859615457195	7.10822550130203	3.53399508038979e-07	0.000280030697130887	6.70427650384126
14387	204939_s_at	4.13888533105148	6.08095834457455	7.08501120654187	3.72140964379536e-07	0.000290668674677873	6.65608369020482
22247	212943_at	-0.913429586699787	8.06812279894546	-7.06515883302296	3.88976434953257e-07	0.000299539247620695	6.61480649977984
17560	208131_s_at	2.37972715057154	5.84995706192924	7.02836307553842	4.22277846471084e-07	0.000320667239663979	6.53814554978003
3053	1556499_s_at	1.16366054830950	9.54045312529571	7.00374847344846	4.46175727716487e-07	0.000334173396067109	6.48675095482912
12802	203354_s_at	-1.41861794479192	4.59696733322643	-6.95427225780964	4.98499313131759e-07	0.000367980361593236	6.38317519800076
11732	202283_at	1.37537043878751	7.35582595604844	6.94562473385641	5.08271719781665e-07	0.000367980361593236	6.36503505273852
38432	229177_at	1.05409945404318	4.76571364160029	6.942801584035	5.11504480678298e-07	0.000367980361593236	6.35911047456705
37081	227826_s_at	4.16793214956403	5.99368843448322	6.92492044467115	5.32475717078685e-07	0.000378092335471131	6.32155846486036
11684	202235_at	-1.69466614230301	5.33387439039773	-6.91137537947626	5.48947102948937e-07	0.000381099030559632	6.29308138842972
18198	208782_at	1.85888215812288	8.50597142094308	6.89263965691612	5.7259600096631e-07	0.000387953091510798	6.2536472343406
28161	218876_at	1.23165017122036	4.61355733168392	6.86186527596166	6.13732103541678e-07	0.000400531755182945	6.18876338153589
19172	209763_at	3.32608892260353	5.79064824170605	6.86133312179664	6.1446949410536e-07	0.000400531755182945	6.18764018852137
84	1552367_a_at	-2.68400802190963	4.98126401706286	-6.85185540046782	6.27755726199126e-07	0.000400531755182945	6.16762910232129
36355	227099_s_at	2.21800312680539	7.19376422552384	6.8502685895004	6.30008796446881e-07	0.000400531755182945	6.16427746232662
31105	221824_s_at	-0.661749342217197	6.33671309218513	-6.83952455182669	6.45483658256535e-07	0.00040565309212846	6.14157443201335
10916	201467_s_at	-1.91766127299728	5.89324477522156	-6.81742353577406	6.78553250626595e-07	0.00041685279750572	6.09482052317426
11641	202192_s_at	1.19949032631024	6.355757905944	6.79748193856548	7.09881371623777e-07	0.000431252933261445	6.05257411213301
54418	45749_at	0.72688562929886	6.74463741222943	6.78629675821118	7.28098335791649e-07	0.000437459082520972	6.02885309296526
13920	204472_at	2.43791974452286	5.92011212379997	6.76183775637807	7.69622072048488e-07	0.000452463298809151	5.97691877115492
32054	222774_s_at	-2.17612810794604	4.48212279943066	-6.74845243110232	7.93365841963635e-07	0.000461460397971933	5.9484610236817
14832	205384_at	1.54192894870133	5.54877343148923	6.74047983060172	8.07863548971304e-07	0.000463294996277579	5.93149874045807
10599	201150_s_at	2.71913527523158	6.65094521692517	6.73743746916652	8.13467208827574e-07	0.000463294996277579	5.92502349677332
12214	202765_s_at	0.930246272278936	3.89384177991364	6.7263397823109	8.3424759584321e-07	0.000470231827863171	5.90139238536939
54598	823_at	0.984531363748817	4.13486539360212	6.7042081665408	8.77328106380702e-07	0.000489468512411887	5.85421340688514
12687	203238_s_at	1.51827359256680	5.57679003845672	6.6900989080364	9.05975944877241e-07	0.000497366494292394	5.82409962379106
35689	226432_at	-2.33401513314937	6.07005205207112	-6.68830900279892	9.09678087411786e-07	0.000497366494292394	5.82027735558447
11852	202403_s_at	1.49704036424791	9.22274320837314	6.6628630729312	9.64017187999816e-07	0.000507091970109374	5.76588945352752
14995	205547_s_at	3.68005592873591	8.62934376596017	6.66261431034055	9.64564515617282e-07	0.000507091970109374	5.76535729769575
28656	219371_s_at	1.72954997228562	6.93367756069369	6.6320772733984	1.03422878588083e-06	0.00053853770350509	5.69996569957617
30071	220786_s_at	-2.48036713719369	3.4487016925457	-6.62592424304962	1.04887822463891e-06	0.000541013367284266	5.68677376730237
18489	209074_s_at	1.74206831982948	5.99349936545807	6.61629654560041	1.07222795733686e-06	0.000547888444555075	5.66612155760355
27754	218468_s_at	3.21038243793904	5.68910471544009	6.59359006915196	1.12942829067381e-06	0.000571773072153616	5.61736276351149
35050	225792_at	-2.07311279436591	6.31601080348118	-6.57685055780841	1.17359032107214e-06	0.000588679365179993	5.5813709394073
31454	222173_s_at	-0.84016096574732	4.8296690292498	-6.55359261139759	1.23790139420637e-06	0.000612494167436209	5.53129889592141
36112	226856_at	1.97105590014674	4.27586996854631	6.54479243962551	1.26316576049221e-06	0.000612494167436209	5.51233339145689
27627	218341_at	-0.56491109118959	7.56930715638894	-6.54431280276744	1.2645578177412e-06	0.000612494167436209	5.511299403422
18945	209531_at	-0.922826308997748	6.20355151065916	-6.54234828884389	1.27027586007322e-06	0.000612494167436209	5.50706402509872
10634	201185_at	1.65889085580189	6.19218509619904	6.54002247528963	1.27707974554601e-06	0.000612494167436209	5.50204901410735
12442	202992_at	2.30789239805576	5.98298468956894	6.53312807557544	1.29746843905997e-06	0.000613285435454006	5.48717863469693
28563	219278_at	0.773866325634943	4.52180430027269	6.52920027873164	1.3092326902331e-06	0.000613285435454006	5.47870391431523
438	1552870_s_at	-1.42123054705954	3.23540260907492	-6.52815547342725	1.31238035570405e-06	0.000613285435454006	5.47644925495372
35328	226071_at	0.879499634117631	2.98649615944913	6.51408264382917	1.35553989748455e-06	0.000624518388906997	5.44606580534864
31095	221814_at	1.29171871647138	5.80140295677236	6.51289031842164	1.35926270287943e-06	0.000624518388906997	5.44349030116027
21379	212072_s_at	-0.60337188764206	7.3456611101487	-6.46528178381417	1.51678705916755e-06	0.000674230345203138	5.34049296908143
40834	231579_s_at	1.67128007377531	8.73260614308253	6.46102182197729	1.53176298103021e-06	0.000675396298288927	5.3312617453557
13067	203619_s_at	0.703417749694413	3.06930640645874	6.45672007910606	1.54703930312971e-06	0.000676674991188937	5.32193747076456
28580	219295_s_at	0.855845479945499	2.75725075287361	6.45287535134146	1.56082453603395e-06	0.000677286361171875	5.31360166781562
15145	205697_at	2.14777960645967	4.96495096675616	6.44415579722673	1.59255592022662e-06	0.000682045260600093	5.29468923354162
33009	223732_at	-1.19244395017653	3.57991190814226	-6.43964882737076	1.60921515532532e-06	0.000682045260600093	5.28490970632244
30781	221497_x_at	-1.24116317677551	5.34762827465743	-6.43595300882035	1.62300905516830e-06	0.000682600154548668	5.27688821085554
54522	57715_at	0.912469901833505	5.25944499472249	6.42285065238232	1.67289283525175e-06	0.000698209280667093	5.24843560769809
11858	202409_at	1.76592227360918	5.65451669792834	6.41746571162114	1.69384668280305e-06	0.000700170269059883	5.2367351242725
23106	213805_at	-1.14810372175396	3.67893142436326	-6.41508308778745	1.70320339798746e-06	0.000700170269059883	5.23155687069127
11342	201893_x_at	1.89793045981828	9.23551237483974	6.39094537571022	1.80102689051993e-06	0.000729415890660573	5.17905421572429
39342	230087_at	1.99970229556385	5.44601880491805	6.3509329053481	1.97602224683919e-06	0.00078118300242061	5.09184960857094
47690	238440_at	-1.40597030941433	5.57605997065856	-6.34876237715205	1.98599793939579e-06	0.00078118300242061	5.08711296681924
31029	221748_s_at	3.06331774098784	7.47950989436428	6.33416395692596	2.05444295729507e-06	0.000802333347786486	5.05523924195067
21678	212372_at	1.78783126125674	5.52203195898091	6.32670122889998	2.09035868286795e-06	0.000810569936069539	5.03893443315476
12370	202920_at	2.48855565910185	5.40177753270634	6.31982836487057	2.12400314267560e-06	0.00081781599877316	5.02391185429063
1968	1554966_a_at	2.18154426134051	5.5516028736932	6.30172615219122	2.21529169524675e-06	0.000847000513549761	4.98431451540416
13671	204223_at	1.74679070653558	5.16365168621887	6.28890029838596	2.28239030014139e-06	0.000860618549380902	4.95623273037585
32223	222943_at	-2.47109293209230	5.79152496790117	-6.28480166580003	2.30426735153056e-06	0.00086291655784201	4.94725435541024
13588	204140_at	0.652541278882917	4.09274843266441	6.27907998755575	2.33516650116347e-06	0.00086853896905519	4.93471689050089
28372	219087_at	2.95516638637275	5.79350168598442	6.25918923781045	2.44591672766916e-06	0.0009017681785187	4.89109855411828
19153	209744_x_at	-0.73900873530718	4.9444583355077	-6.25716338927465	2.45749352719316e-06	0.0009017681785187	4.88665318495223
10590	201141_at	1.79912899722710	7.35931635552263	6.23509117065872	2.58731329162365e-06	0.00094307569479682	4.83818502571293
17759	208335_s_at	1.25026507168383	5.3972264399602	6.23060797613728	2.61452618557972e-06	0.00094668357083822	4.82833271138239
19623	210221_at	1.63844882369987	4.87857287476177	6.22711531236674	2.63592904289078e-06	0.000948154081710877	4.82065539761745
18205	208789_at	2.07532627701137	6.56504619170826	6.21338868934048	2.72179341896742e-06	0.000969737623038046	4.79046731296465
18904	209490_s_at	0.416210157659437	6.42903409570857	6.21165935434697	2.73281172060462e-06	0.000969737623038046	4.78666237633171
16697	207251_at	-2.61262304616408	4.31859236650443	-6.2091093719879	2.74914186686597e-06	0.000969737623038046	4.78105112450295
12347	202897_at	1.05745701486009	4.45193976794465	6.19689809162115	2.82873544635924e-06	0.000985102614838798	4.75416855960145
23540	214240_at	2.39965950574869	4.18505290676855	6.19080442345538	2.86933043774804e-06	0.000992915453695405	4.74074648868489
12635	203186_s_at	1.60346452247724	8.0295152633158	6.17481629415414	2.97869219653077e-06	0.00100901533155147	4.70550808262363
13428	203980_at	2.50959526201661	5.2902017827622	6.17323363136596	2.98974685501544e-06	0.00100901533155147	4.70201806611906
32816	223539_s_at	-1.39963028350182	6.24536696159818	-6.16892992833166	3.02001985838241e-06	0.00100901533155147	4.6925261242331
39659	230404_at	-0.721022257406887	3.24144662382188	-6.16685762496227	3.03470824689929e-06	0.00100901533155147	4.68795475978984
14814	205366_s_at	-1.07361861177018	5.06181867120767	-6.16646249815947	3.03751715525676e-06	0.00100901533155147	4.68708307425971
22217	212912_at	1.06250700488102	4.74162991490512	6.15127017834042	3.14755485415003e-06	0.00103591463523722	4.65355243448293
29099	219814_at	-0.483209028296642	2.81898026093974	-6.14903144976541	3.16411054567197e-06	0.00103591463523722	4.64860891673585
14271	204823_at	0.892066268727073	3.29487777356656	6.14061102771511	3.2271806838487e-06	0.00104405978632797	4.63000943838633
34637	225379_at	0.567226219386916	4.63228215489154	6.12181842986855	3.37260879901155e-06	0.00107834728705238	4.58846717232668
14342	204894_s_at	2.40151759916609	6.13306761989093	6.11695851720326	3.41129474811033e-06	0.00108233377746235	4.57771680989546
35852	226596_x_at	-0.751957966748773	3.96891521980014	-6.11436735952788	3.4321057134872e-06	0.00108233377746235	4.5719838361195
27253	217967_s_at	2.90871655891136	6.37333263264389	6.11227416190816	3.4490118766258e-06	0.00108233377746235	4.56735199357871
15674	206227_at	1.40159206409870	4.57175081418826	6.11039522170174	3.4642599187181e-06	0.00108233377746235	4.56319379540649
18874	209460_at	-1.12352720636267	6.15471070414629	-6.10492404583474	3.50905277047636e-06	0.00108624760732048	4.55108327368637
13114	203666_at	1.21135353900743	6.40144229200695	6.10093593600749	3.54207573017292e-06	0.00108624760732048	4.54225318855155
30259	220974_x_at	0.909822514966276	4.76744304105876	6.0999487199012	3.55029908309553e-06	0.00108624760732048	4.54006708495513
14018	204570_at	1.67450403040537	6.37344310538519	6.09923499179563	3.55625645560799e-06	0.00108624760732048	4.53848652107974
21374	212067_s_at	1.34423684725034	6.95056771033273	6.09348071762092	3.60466061837259e-06	0.00109190895048136	4.5257412633492
12933	203485_at	2.28015043146253	3.89652727816158	6.09142837910444	3.62208679953859e-06	0.00109190895048136	4.52119450269929
32617	223339_at	-1.40729103242145	6.21264133134289	-6.08994871435569	3.63470377663662e-06	0.00109190895048136	4.51791612211838
10989	201540_at	2.31860834562659	8.8340225234574	6.08465171498788	3.68023961641711e-06	0.00109954700015085	4.50617773933319
34978	225720_at	3.75309058008109	6.13803422421348	6.07253283795642	3.78662189651749e-06	0.00112518234887008	4.47930872412479
18533	209118_s_at	2.07622133082530	8.30230696498794	6.05267300475835	3.96778629604726e-06	0.00117264170668316	4.43523795622025
10875	201426_s_at	1.55195423930644	9.80026370036653	6.04880167514829	4.00411838461593e-06	0.00117701705741331	4.42664148892884
10846	201397_at	0.979748174542261	5.31422441450413	6.03465002272094	4.1398427821833e-06	0.00121040590436295	4.39520150516169
12406	202956_at	-0.754422313200429	7.18058547397783	-6.02834697794843	4.20179508474597e-06	0.00122198482052386	4.38119050640231
18421	209006_s_at	-1.81471115356832	5.58456219361468	-6.01966748192758	4.28865632392478e-06	0.00123411728689783	4.3618890125998
15331	205883_at	1.90842109353616	3.80103903848718	6.01402422529062	4.34611228625294e-06	0.00124410308508314	4.34933462224613
29406	220121_at	-0.455661281257732	2.61058180469695	-6.00048003223868	4.48723479404765e-06	0.00125823693344837	4.31918755437083
13238	203790_s_at	-1.11447302708875	6.1297095098338	-6.00045129530008	4.48753913164027e-06	0.00125823693344837	4.31912356733923
12607	203158_s_at	-0.926462417970362	4.88164521765516	-5.99634313575617	4.53126374538521e-06	0.00125935482914418	4.30997512254546
22624	213322_at	-0.763389948687061	5.85471012222664	-5.99575181275529	4.53759307437409e-06	0.00125935482914418	4.30865814063917
16400	206953_s_at	1.21761934498165	4.20387354132441	5.99176728363786	4.58047784963732e-06	0.00126483649711576	4.29978278844254
18698	209283_at	2.55466443167614	5.76355530315723	5.98539412820567	4.6499318927607e-06	0.00127348993560509	4.28558292581273
11814	202365_at	-0.589266153240577	6.78857672553843	-5.98462378897201	4.65839939864687e-06	0.00127348993560509	4.28386622347537
19642	210241_s_at	-0.792699709460464	5.47354730176212	-5.98189339541345	4.68853847217729e-06	0.00127535244261838	4.27778096509412
36570	227314_at	-1.44426530087889	4.75554310801221	-5.97328378623825	4.78488262843261e-06	0.00129511612727501	4.25858680443639
37992	228737_at	0.966407489285547	3.31143827987659	5.95853926714949	4.95459159522559e-06	0.00132374104616489	4.22569505436513
32969	223692_at	-0.772233884156877	3.75639462401637	-5.95574121595439	4.9874834112477e-06	0.00132374104616489	4.21945031117144
29561	220276_at	2.25404984621916	4.19842790992999	5.9510088697752	5.04362077366043e-06	0.00132603072254346	4.20888646389463
23065	213764_s_at	2.45061178194520	3.73645031307429	5.94971506459441	5.05908032654239e-06	0.00132603072254346	4.20599788808807
35313	226056_at	1.02674903910309	3.94596337681218	5.94676694170475	5.09448782857189e-06	0.00132638629536747	4.19941511068796
37696	228441_s_at	-0.890770119715254	3.45308967405212	-5.92790197395304	5.32711808551047e-06	0.0013721044642121	4.15726785733173
13358	203910_at	1.73683209251004	4.98422209312311	5.92443440701967	5.37104173138824e-06	0.0013721044642121	4.14951623407205
21776	212470_at	-1.13747360081193	6.50351516052231	-5.92360610276972	5.38158835381076e-06	0.0013721044642121	4.14766438109542
35757	226500_at	0.612303037749664	4.33566756363446	5.92193325108405	5.40295281539771e-06	0.0013721044642121	4.14392411546722
29152	219867_at	1.25811116531684	3.94479856106721	5.91331435755334	5.51440482747339e-06	0.00138227605281618	4.12464828185841
21345	212038_s_at	-1.07419321084793	9.10213172215228	-5.91045394612702	5.55190866459559e-06	0.00138227605281618	4.11824916560450
14608	205160_at	-0.999510054995814	6.6334637516823	-5.90983913206409	5.56000357880818e-06	0.00138227605281618	4.11687362147797
39055	229800_at	1.68955479840663	3.80252742244405	5.90826779067777	5.58074724490033e-06	0.00138227605281618	4.11335780701448
35341	226084_at	2.29406427383698	5.77205983411488	5.90777627187923	5.58725208362827e-06	0.00138227605281618	4.11225799414771
45327	236077_at	-0.717290390975946	4.1641920725469	-5.89777298361203	5.72132885651874e-06	0.00140907051905479	4.08986874150296
36675	227419_x_at	1.17528551909747	4.73627941948842	5.88523828028654	5.89397379674223e-06	0.00144508079523265	4.06179736488828
54317	38671_at	0.847812808810275	5.28398872976366	5.88280176074448	5.92814417002383e-06	0.00144697001114309	4.05633869470504
35579	226322_at	1.75261784254213	4.35978025593867	5.87912005422954	5.98016065477964e-06	0.00145317903911145	4.04808906793109
11820	202371_at	1.40373509662743	6.46289890359282	5.87057209863183	6.10272957666263e-06	0.00146734202475837	4.02892960336696
35244	225987_at	1.83365940346121	5.0692781312532	5.86549135724043	6.17679168931099e-06	0.00147035949746884	4.01753762062717
10946	201497_x_at	3.00294500880823	9.36926830858453	5.86490990370373	6.18532573237923e-06	0.00147035949746884	4.0162337038037
14514	205066_s_at	-1.07069881487582	5.86415293605328	-5.86106118283493	6.24211738845865e-06	0.00147743622603453	4.00760192646634
38707	229452_at	0.435093882740258	3.98823278075347	5.85546634269241	6.32562344871531e-06	0.00148434962256871	3.99505100368247
36116	226860_at	-1.24426751591209	5.94354085629189	-5.84795673145284	6.43950024230584e-06	0.00149667282925865	3.97819907614006
14123	204675_at	-1.44855111474792	5.06013909894495	-5.84685374292682	6.45640109303417e-06	0.00149667282925865	3.97572337824942
10491	201042_at	1.20691043704961	5.84581464497236	5.84492481963036	6.48606621685078e-06	0.00149667282925865	3.97139350851566
11241	201792_at	1.32062482982232	5.78036027683609	5.84305148548983	6.51500929791605e-06	0.00149667282925865	3.96718801712461
18706	209291_at	1.86236702469646	5.7063731343022	5.83894036688257	6.57898815008734e-06	0.00149993859105296	3.95795748063889
22650	213348_at	1.73643297591978	4.67948048356216	5.83861412467641	6.58409258075375e-06	0.00149993859105296	3.95722489980643
24383	215088_s_at	-0.860218469741437	7.28296200799135	-5.83686513779739	6.6115263168073e-06	0.00149993859490224	3.95329732375581
11486	202037_s_at	1.67530394375077	4.71644112469732	5.83356168939408	6.66366054504766e-06	0.00150551917479537	3.94587806247639
14013	204565_at	-1.09470572841053	7.084525188306	-5.83176004139103	6.69226993761609e-06	0.00150576073596362	3.94183119782196
35774	226517_at	1.57042081548381	3.65647349404868	5.820172523633	6.8792881720823e-06	0.00154149623282213	3.91579457963937
13265	203817_at	2.30133818018096	5.46651897572505	5.81628729091654	6.94317865938045e-06	0.00154650481967523	3.90706127180612
14853	205405_at	-0.869179246318194	6.71955926550683	-5.81408785700129	6.97961460366315e-06	0.00154650481967523	3.90211658993141
12538	203088_at	1.35558302830613	5.729464436002	5.81367375443952	6.98649639615513e-06	0.00154650481967523	3.90118556020452
13261	203813_s_at	1.261552810769	4.51948052786369	5.80739789318113	7.09164203361959e-06	0.00156344971043609	3.88707315538948
22560	213258_at	1.73712553832287	4.80578059297614	5.80134569884825	7.19456639594016e-06	0.00157977075380734	3.87345955297729
11380	201931_at	-1.38024718960827	8.58713708295848	-5.78976562382895	7.39575745010691e-06	0.00161100812185098	3.84740039768183
10114	200665_s_at	1.28517457852514	7.95262645509368	5.78069467485762	7.55734894733153e-06	0.00163967481625140	3.82697729320113
54187	336_at	0.732741894386153	4.43228276871810	5.77560789599584	7.64953382983873e-06	0.00164365133556908	3.81552052554759
18208	208792_s_at	2.47970326881485	7.00011300614593	5.77312160014742	7.69500720093734e-06	0.00164365133556908	3.80991969836624
35200	225943_at	-1.91376805382937	5.79010058024208	-5.77165927447046	7.72188096000723e-06	0.00164365133556908	3.80662523120459
14352	204904_at	0.88524164770604	4.62361051843043	5.77131902988091	7.72814746061785e-06	0.00164365133556908	3.80585866206490
34774	225516_at	1.44826196086659	4.415124379825	5.76980742960288	7.75605019802145e-06	0.00164365133556908	3.80245288197491
27719	218433_at	-1.24523189951224	4.6229995743448	-5.76557097745687	7.83479878109497e-06	0.00165392904770798	3.79290641844532
35877	226621_at	1.12322206521761	5.12662465443645	5.76355851789703	7.87249165601498e-06	0.00165520412562318	3.78837083526868
27911	218625_at	1.36877244664790	3.73437630022101	5.75869968676008	7.96425887542322e-06	0.00166200707638841	3.77741841876295
16084	206637_at	1.77611572471301	5.20871001591033	5.75523151718398	8.03042629374275e-06	0.00166944318483036	3.76959915667910
46811	237561_x_at	0.952163970209824	5.19314636410465	5.74579731883201	8.21326137614004e-06	0.00170098509750173	3.74832240637211
54172	32625_at	0.591203754137934	4.62383307183942	5.73674736804566	8.39263049342552e-06	0.00173157385746430	3.7279031962928
36785	227530_at	2.03525092073168	6.05785338806979	5.7345686858099	8.43640385675748e-06	0.00173406158221134	3.72298616389929
18678	209263_x_at	0.929788104705816	6.10525725025383	5.73197446831992	8.48882911532342e-06	0.00173830236659291	3.71713065102975
27933	218648_at	0.939392146989768	7.06344941826902	5.72820027407619	8.56569245385396e-06	0.00174749714520323	3.70861047457143
22310	213006_at	0.426398021045002	2.40736422222829	5.72451815401574	8.6413630711169e-06	0.0017562476673181	3.70029668232691
28069	218784_s_at	-0.69997885422575	4.84037017703995	-5.72200107717707	8.69348211806585e-06	0.0017562476673181	3.69461258509844
24015	214718_at	-0.65822114183101	4.78236557277654	-5.71695200162519	8.79899541635139e-06	0.00176758985786148	3.68320865346271
11877	202428_x_at	-0.978426898335933	10.1830234274747	-5.71262365279922	8.89048396729594e-06	0.00176758985786148	3.67343040447700
33080	223803_s_at	-0.95199104368237	6.16207430260775	-5.70546971762359	9.04382380250234e-06	0.00178509410253363	3.65726445740502
